outcome,outcome_label,horizon,shock_type,shock_label,coefficient,se,ci_lower,ci_upper
gini_broad,gini_broad,0,sh_rr,Romer-Romer Monetary Policy Shock,.0021551420779904,.0030170578952255,-.0037582913966516,.0080685755526324
gini_broad,gini_broad,1,sh_rr,Romer-Romer Monetary Policy Shock,.0014316219109192,.0042374726741076,-.0068738245303317,.0097370683521701
gini_broad,gini_broad,2,sh_rr,Romer-Romer Monetary Policy Shock,.0002690333387841,.0039393853040625,-.0074521618571784,.0079902285347466
gini_broad,gini_broad,3,sh_rr,Romer-Romer Monetary Policy Shock,.0006276280640427,.0050357348729138,-.0092424122868683,.0104976684149537
gini_broad,gini_broad,4,sh_rr,Romer-Romer Monetary Policy Shock,-.0012545499463383,.0050648225606864,-.0111816021652836,.008672502272607
gini_broad,gini_broad,5,sh_rr,Romer-Romer Monetary Policy Shock,-.0041266813245595,.0047815850191652,-.0134985879621233,.0052452253130043
gini_broad,gini_broad,6,sh_rr,Romer-Romer Monetary Policy Shock,-.0048816588173684,.004542898222454,-.0137857393333782,.0040224216986414
gini_broad,gini_broad,7,sh_rr,Romer-Romer Monetary Policy Shock,-.0108133443822434,.0053885208869235,-.0213748453206135,-.0002518434438733
gini_broad,gini_broad,8,sh_rr,Romer-Romer Monetary Policy Shock,-.0123994784913245,.0058780006299827,-.0239203597260906,-.0008785972565584
gini_broad,gini_broad,9,sh_rr,Romer-Romer Monetary Policy Shock,-.0107110458463274,.0056739831430954,-.0218320528067944,.0004099611141396
gini_broad,gini_broad,10,sh_rr,Romer-Romer Monetary Policy Shock,-.0120929902594093,.0050638057394535,-.0220180495087382,-.0021679310100804
gini_broad,gini_broad,11,sh_rr,Romer-Romer Monetary Policy Shock,-.0154615361978646,.0047650103368343,-.0248009564580598,-.0061221159376694
gini_broad,gini_broad,12,sh_rr,Romer-Romer Monetary Policy Shock,-.0114001446450083,.0070721531198323,-.0252615647598796,.002461275469863
gini_broad,gini_broad,13,sh_rr,Romer-Romer Monetary Policy Shock,-.0079899351461531,.0066290533392938,-.0209828796911689,.0050030093988627
gini_broad,gini_broad,14,sh_rr,Romer-Romer Monetary Policy Shock,-.0124755615214254,.0057060952823812,-.0236595082748926,-.0012916147679582
gini_broad,gini_broad,15,sh_rr,Romer-Romer Monetary Policy Shock,-.0117314497014823,.0049376793842543,-.0214093012946207,-.0020535981083439
gini_broad,gini_broad,16,sh_rr,Romer-Romer Monetary Policy Shock,-.0021780091320694,.0044421168153979,-.0108845580902493,.0065285398261105
