outcome,outcome_label,horizon,shock_type,shock_label,coefficient,se,ci_lower,ci_upper
gini_broad,gini_broad,0,sh_rr,Romer-Romer Monetary Policy Shock,.0021551491257561,.0030170368821422,-.0037582431632426,.0080685414147548
gini_broad,gini_broad,1,sh_rr,Romer-Romer Monetary Policy Shock,.0014316647283958,.0042374357688482,-.0068737093785467,.0097370388353383
gini_broad,gini_broad,2,sh_rr,Romer-Romer Monetary Policy Shock,.0002690708380055,.00393942851069,-.0074522090429469,.0079903507189579
gini_broad,gini_broad,3,sh_rr,Romer-Romer Monetary Policy Shock,.000627665883164,.0050357617660585,-.0092424271783107,.0104977589446387
gini_broad,gini_broad,4,sh_rr,Romer-Romer Monetary Policy Shock,-.0012544293771027,.0050648722131453,-.0111815789148675,.0086727201606621
gini_broad,gini_broad,5,sh_rr,Romer-Romer Monetary Policy Shock,-.0041267290192936,.0047816304859827,-.0134987247718197,.0052452667332325
gini_broad,gini_broad,6,sh_rr,Romer-Romer Monetary Policy Shock,-.0048817337597576,.0045429907396497,-.013785995609471,.0040225280899558
gini_broad,gini_broad,7,sh_rr,Romer-Romer Monetary Policy Shock,-.0108133566378789,.0053886657405494,-.0213751414893557,-.0002515717864021
gini_broad,gini_broad,8,sh_rr,Romer-Romer Monetary Policy Shock,-.0123995912136668,.0058780875507489,-.0239206428131346,-.000878539614199
gini_broad,gini_broad,9,sh_rr,Romer-Romer Monetary Policy Shock,-.0107112891414138,.0056740095659755,-.0218323478907258,.0004097696078982
gini_broad,gini_broad,10,sh_rr,Romer-Romer Monetary Policy Shock,-.0120930031692736,.0050638538903301,-.0220181567943206,-.0021678495442266
gini_broad,gini_broad,11,sh_rr,Romer-Romer Monetary Policy Shock,-.0154614697296947,.0047650266787717,-.0248009220200872,-.0061220174393022
gini_broad,gini_broad,12,sh_rr,Romer-Romer Monetary Policy Shock,-.011399995075493,.0070722326487504,-.0252615710670438,.0024615809160578
gini_broad,gini_broad,13,sh_rr,Romer-Romer Monetary Policy Shock,-.0079899136119968,.0066291969430893,-.0209831396204518,.0050033123964582
gini_broad,gini_broad,14,sh_rr,Romer-Romer Monetary Policy Shock,-.0124756179258868,.0057061371443251,-.023659646728764,-.0012915891230096
gini_broad,gini_broad,15,sh_rr,Romer-Romer Monetary Policy Shock,-.0117312120879655,.0049377490074709,-.0214092001426085,-.0020532240333225
gini_broad,gini_broad,16,sh_rr,Romer-Romer Monetary Policy Shock,-.0021779336046655,.0044422131136701,-.0108846713074589,.0065288040981279
gini_broad,gini_broad,17,sh_rr,Romer-Romer Monetary Policy Shock,.004829083676088,.00359775049125,-.002222507286762,.011880674638938
gini_broad,gini_broad,18,sh_rr,Romer-Romer Monetary Policy Shock,.004376065936591,.0035377263873587,-.0025578777826321,.0113100096558141
gini_broad,gini_broad,19,sh_rr,Romer-Romer Monetary Policy Shock,.0040296157884133,.0041221544944013,-.0040498070206132,.0121090385974398
gini_broad,gini_broad,20,sh_rr,Romer-Romer Monetary Policy Shock,.0101099936150926,.0051533333430773,9.46026266109e-06,.0202105269675241
gini_core,gini_core,0,sh_rr,Romer-Romer Monetary Policy Shock,.0023150045261614,.0033195716120083,-.0041913558333749,.0088213648856977
gini_core,gini_core,1,sh_rr,Romer-Romer Monetary Policy Shock,.0019551342939167,.0049085829970443,-.0076656883802901,.0115759569681235
gini_core,gini_core,2,sh_rr,Romer-Romer Monetary Policy Shock,-.0004598382077656,.0044512795526755,-.0091843461310096,.0082646697154784
gini_core,gini_core,3,sh_rr,Romer-Romer Monetary Policy Shock,-.0000886303864047,.0053532178252013,-.0105809373237992,.0104036765509898
gini_core,gini_core,4,sh_rr,Romer-Romer Monetary Policy Shock,-.0005741906834871,.004814634521554,-.0100108743457329,.0088624929787587
gini_core,gini_core,5,sh_rr,Romer-Romer Monetary Policy Shock,-.0040375787919179,.0044103179251836,-.0126818019252778,.004606644341442
gini_core,gini_core,6,sh_rr,Romer-Romer Monetary Policy Shock,-.005131315731049,.0055308107224966,-.0159717047471423,.0057090732850443
gini_core,gini_core,7,sh_rr,Romer-Romer Monetary Policy Shock,-.0110457734771043,.0055032220399952,-.0218320886754949,-.0002594582787137
gini_core,gini_core,8,sh_rr,Romer-Romer Monetary Policy Shock,-.0111800482077962,.0068386293312772,-.0245837616970995,.0022236652815071
gini_core,gini_core,9,sh_rr,Romer-Romer Monetary Policy Shock,-.0100662949064703,.0059116794477077,-.0216531866239774,.0015205968110368
gini_core,gini_core,10,sh_rr,Romer-Romer Monetary Policy Shock,-.011787510961748,.0055563156937236,-.0226778897214463,-.0008971322020497
gini_core,gini_core,11,sh_rr,Romer-Romer Monetary Policy Shock,-.0151101292488148,.0047490495185746,-.024418266305221,-.0058019921924086
gini_core,gini_core,12,sh_rr,Romer-Romer Monetary Policy Shock,-.0092555536641897,.0076394581113181,-.0242288915623732,.0057177842339938
gini_core,gini_core,13,sh_rr,Romer-Romer Monetary Policy Shock,-.0069263161031754,.0071229722098484,-.0208873416344783,.0070347094281275
gini_core,gini_core,14,sh_rr,Romer-Romer Monetary Policy Shock,-.0124962706771392,.0063545201896927,-.0249511302489369,-.0000414111053415
gini_core,gini_core,15,sh_rr,Romer-Romer Monetary Policy Shock,-.0121946159430688,.0056313996417281,-.0232321592408559,-.0011570726452817
gini_core,gini_core,16,sh_rr,Romer-Romer Monetary Policy Shock,.0000507185397731,.0045811503226101,-.0089283360925427,.0090297731720889
gini_core,gini_core,17,sh_rr,Romer-Romer Monetary Policy Shock,.0058434610178034,.0036785446439077,-.0013664864842557,.0130534085198625
gini_core,gini_core,18,sh_rr,Romer-Romer Monetary Policy Shock,.0047709668737954,.0040446707634101,-.0031565878224884,.0126985215700792
gini_core,gini_core,19,sh_rr,Romer-Romer Monetary Policy Shock,.0041765890072825,.0038508020533746,-.0033709830173317,.0117241610318967
gini_core,gini_core,20,sh_rr,Romer-Romer Monetary Policy Shock,.0134027100429279,.0056202413164548,.0023870370626765,.0244183830231793
gini_fincbtax,gini_fincbtax,0,sh_rr,Romer-Romer Monetary Policy Shock,-.001284791400088,.0023182069777945,-.0058284770765652,.0032588942763892
gini_fincbtax,gini_fincbtax,1,sh_rr,Romer-Romer Monetary Policy Shock,-.0004702591266397,.0032671865331936,-.0068739447316992,.0059334264784198
gini_fincbtax,gini_fincbtax,2,sh_rr,Romer-Romer Monetary Policy Shock,.0035562625540661,.0038789266103125,-.0040464336021464,.0111589587102786
gini_fincbtax,gini_fincbtax,3,sh_rr,Romer-Romer Monetary Policy Shock,.0039232603749713,.0045603012521519,-.0050149300792464,.012861450829189
gini_fincbtax,gini_fincbtax,4,sh_rr,Romer-Romer Monetary Policy Shock,.0012912609373059,.0055200010157305,-.0095279410535259,.0121104629281377
gini_fincbtax,gini_fincbtax,5,sh_rr,Romer-Romer Monetary Policy Shock,.0061876268239166,.0056794122409372,-.0049440211683203,.0173192748161535
gini_fincbtax,gini_fincbtax,6,sh_rr,Romer-Romer Monetary Policy Shock,.0067556680687793,.0059909570368044,-.0049866077233573,.0184979438609159
